SaleID,InvoiceID,CustomerID,ProductID,SaleDate,Quantity,MRP,DiscountPercent,FinalPrice,Festival,Season,DayOfWeek,SaleMonth,SaleYear,SKU,ProductName,Category,SubCategory,Brand,Color,Size,Fabric,SeasonalDemandTag,ProductGender,Price,CostPrice,SupplierID,ProductStatus,ImageURL,ProfitMargin,FullName,CustomerGender,Age,City,State,Membership,JoinDate,PreferredCategory,PreferredFabric,PreferredPriceRange,LoyaltyPoints,CustomerTenureDays
S046783,INV118578,C01135,P0126,2024-05-24,2,1500,5,2850.0,Summer,Summer,Friday,5,2024,BIB-KURT-0126,Biba Kurtas White XL,Women,Kurtas,Biba,White,XL,Cotton,"Diwali, Temple Festival",Women,1940,1111,SUP001,Active,images/products/P0126.jpg,42.73,Aishwarya Krishnan,Female,25,Salem,Tamil Nadu,Silver,2024-04-14,Kids,Silk,Budget,2749,827
S046784,INV118578,C01135,P0003,2024-05-24,3,900,0,2700.0,Summer,Summer,Friday,5,2024,BIB-KURT-0003,Biba Kurtas Black M,Women,Kurtas,Biba,Black,M,Silk,"Diwali, Temple Festival",Women,2020,1200,SUP003,Active,images/products/P0003.jpg,40.59,Aishwarya Krishnan,Female,25,Salem,Tamil Nadu,Silver,2024-04-14,Kids,Silk,Budget,2749,827
S046785,INV118579,C00710,P0027,2025-11-08,2,1200,20,1920.0,Diwali,Winter,Saturday,11,2025,PRI-RAIN-0027,Prisma Raincoats Gold XL,Accessories,Raincoats,Prisma,Gold,XL,Polyester,Monsoon,Unisex,640,378,SUP002,Active,images/products/P0027.jpg,40.94,Rahul Shankar,Male,56,Chennai,Tamil Nadu,Gold,2024-05-07,Home & Lifestyle,Handloom,Standard,4229,804
S046786,INV118579,C00710,P0341,2025-11-08,3,700,40,1260.0,Diwali,Winter,Saturday,11,2025,WES-FROC-0341,Westside Frocks CSK Yellow XS,Women,Frocks,Westside,CSK Yellow,XS,Polyester Blend,"Christmas, New Year",Women,2330,1412,SUP016,Active,images/products/P0341.jpg,39.4,Rahul Shankar,Male,56,Chennai,Tamil Nadu,Gold,2024-05-07,Home & Lifestyle,Handloom,Standard,4229,804
S046787,INV118580,C00309,P0167,2024-09-17,2,400,0,800.0,Regular,Monsoon,Tuesday,9,2024,GUE-IPLJ-0167,Guess IPL Jerseys Blue XS,Accessories,IPL Jerseys,Guess,Blue,XS,Polyester,IPL Season,Unisex,1730,1213,SUP017,Active,images/products/P0167.jpg,29.88,Arun Reddy,Male,33,Kanchipuram,Tamil Nadu,Bronze,2025-04-28,Men,Cotton,Budget,522,448
S046788,INV118580,C00309,P0446,2024-09-17,3,3500,0,10500.0,Regular,Monsoon,Tuesday,9,2024,UAT-TOWE-0446,Uathayam Towels Green XL,Accessories,Towels,Uathayam,Green,XL,Cotton,All Season,Unisex,110,81,SUP021,Active,images/products/P0446.jpg,26.36,Arun Reddy,Male,33,Kanchipuram,Tamil Nadu,Bronze,2025-04-28,Men,Cotton,Budget,522,448
S046789,INV118580,C00309,P0118,2024-09-17,1,1200,10,1080.0,Regular,Monsoon,Tuesday,9,2024,WES-FROC-0118,Westside Frocks Maroon L,Women,Frocks,Westside,Maroon,L,Polyester Blend,"Christmas, New Year",Women,930,628,SUP018,Active,images/products/P0118.jpg,32.47,Arun Reddy,Male,33,Kanchipuram,Tamil Nadu,Bronze,2025-04-28,Men,Cotton,Budget,522,448
S046790,INV118581,C00242,P0390,2024-03-07,2,700,5,1330.0,Summer,Summer,Thursday,3,2024,FAB-CURT-0390,Fabindia Curtains Maroon King,Home & Lifestyle,Curtains,Fabindia,Maroon,King,Cotton,All Season,Unisex,2950,1998,SUP015,Active,images/products/P0390.jpg,32.27,Anitha Nathan,Female,61,Coimbatore,Tamil Nadu,Bronze,2025-08-28,Home & Lifestyle,Cotton,Standard,520,326
S046791,INV118581,C00242,P0467,2024-03-07,2,150,5,285.0,Summer,Summer,Thursday,3,2024,BIB-KURT-0467,Biba Kurtas CSK Yellow XL,Women,Kurtas,Biba,CSK Yellow,XL,Silk,"Diwali, Temple Festival",Women,930,544,SUP017,Active,images/products/P0467.jpg,41.51,Anitha Nathan,Female,61,Coimbatore,Tamil Nadu,Bronze,2025-08-28,Home & Lifestyle,Cotton,Standard,520,326
S046792,INV118581,C00242,P0154,2024-03-07,1,1200,0,1200.0,Summer,Summer,Thursday,3,2024,NAN-LUNG-0154,Nandu Lungi Lungi RCB Red 2m,Men,Lungi,Nandu Lungi,RCB Red,2m,Cotton,"Summer, Aadi Sale",Men,450,282,SUP004,Active,images/products/P0154.jpg,37.33,Anitha Nathan,Female,61,Coimbatore,Tamil Nadu,Bronze,2025-08-28,Home & Lifestyle,Cotton,Standard,520,326
S046793,INV118582,C00917,P0193,2025-04-23,2,400,0,800.0,Summer,Summer,Wednesday,4,2025,FAB-CURT-0193,Fabindia Curtains RCB Red King,Home & Lifestyle,Curtains,Fabindia,RCB Red,King,Cotton,All Season,Unisex,2010,1468,SUP018,Active,images/products/P0193.jpg,26.97,Ajith Mohan,Male,56,Coimbatore,Tamil Nadu,Bronze,2025-08-20,Men,Cotton,Budget,710,334
S046794,INV118582,C00917,P0371,2025-04-23,1,900,10,810.0,Summer,Summer,Wednesday,4,2025,FAB-BEDC-0371,Fabindia Bed Covers Orange Double,Home & Lifestyle,Bed Covers,Fabindia,Orange,Double,Cotton,Summer,Unisex,990,741,SUP021,Active,images/products/P0371.jpg,25.15,Ajith Mohan,Male,56,Coimbatore,Tamil Nadu,Bronze,2025-08-20,Men,Cotton,Budget,710,334
S046795,INV118582,C00917,P0410,2025-04-23,3,900,0,2700.0,Summer,Summer,Wednesday,4,2025,NET-SOCK-0410,Netplay Socks Purple XL,Accessories,Socks,Netplay,Purple,XL,Cotton,"School Season, Winter",Unisex,200,146,SUP010,Active,images/products/P0410.jpg,27.0,Ajith Mohan,Male,56,Coimbatore,Tamil Nadu,Bronze,2025-08-20,Men,Cotton,Budget,710,334
S046796,INV118583,C01533,P0481,2024-02-27,3,900,10,2430.0,Regular,Winter,Tuesday,2,2024,FAB-PILL-0481,Fabindia Pillow Covers Purple King,Home & Lifestyle,Pillow Covers,Fabindia,Purple,King,Cotton,All Season,Unisex,420,303,SUP006,Active,images/products/P0481.jpg,27.86,Priya Raman,Female,61,Thanjavur,Tamil Nadu,Gold,2023-12-07,Kids,Polyester,Premium,6444,956
S046797,INV118584,C01290,P0418,2024-05-28,2,900,0,1800.0,Summer,Summer,Tuesday,5,2024,FAB-BEDS-0418,Fabindia Bedsheets Green Single,Home & Lifestyle,Bedsheets,Fabindia,Green,Single,Cotton,Summer,Unisex,720,476,SUP018,Active,images/products/P0418.jpg,33.89,Swathi Prasad,Female,55,Thanjavur,Tamil Nadu,Platinum,2023-04-06,Women,Cotton,Premium,8569,1201
S046798,INV118585,C01109,P0318,2025-03-18,3,900,10,2430.0,Summer,Summer,Tuesday,3,2025,NET-IPLJ-0318,Netplay IPL Jerseys Green XXL,Accessories,IPL Jerseys,Netplay,Green,XXL,Polyester,IPL Season,Unisex,1730,1051,SUP018,Active,images/products/P0318.jpg,39.25,Deepika Raman,Female,20,Kanchipuram,Tamil Nadu,Silver,2023-08-31,Women,Handloom,Standard,2235,1054
S046799,INV118585,C01109,P0021,2025-03-18,3,700,0,2100.0,Summer,Summer,Tuesday,3,2025,NET-IPLJ-0021,Netplay IPL Jerseys Maroon XL,Accessories,IPL Jerseys,Netplay,Maroon,XL,Polyester,IPL Season,Unisex,1820,1094,SUP021,Active,images/products/P0021.jpg,39.89,Deepika Raman,Female,20,Kanchipuram,Tamil Nadu,Silver,2023-08-31,Women,Handloom,Standard,2235,1054
S046800,INV118586,C00088,P0102,2025-03-16,3,700,5,1995.0,Summer,Summer,Sunday,3,2025,RAM-VESH-0102,Ramraj Cotton Veshti Pink 2m,Men,Veshti,Ramraj Cotton,Pink,2m,Cotton,"Pongal, Temple Festival, Summer",Men,1510,1096,SUP002,Active,images/products/P0102.jpg,27.42,Ajith Krishnan,Male,27,Tiruppur,Tamil Nadu,Bronze,2023-02-02,Men,Cotton,Budget,273,1264
S046801,INV118586,C00088,P0456,2025-03-16,2,3500,0,7000.0,Summer,Summer,Sunday,3,2025,FAB-BEDS-0456,Fabindia Bedsheets Gold King,Home & Lifestyle,Bedsheets,Fabindia,Gold,King,Cotton,Summer,Unisex,2220,1558,SUP006,Active,images/products/P0456.jpg,29.82,Ajith Krishnan,Male,27,Tiruppur,Tamil Nadu,Bronze,2023-02-02,Men,Cotton,Budget,273,1264
S046802,INV118586,C00088,P0309,2025-03-16,1,1200,5,1140.0,Summer,Summer,Sunday,3,2025,PRI-UMBR-0309,Prisma Umbrellas White XS,Accessories,Umbrellas,Prisma,White,XS,Polyester,Monsoon,Unisex,310,200,SUP009,Active,images/products/P0309.jpg,35.48,Ajith Krishnan,Male,27,Tiruppur,Tamil Nadu,Bronze,2023-02-02,Men,Cotton,Budget,273,1264
S046803,INV118586,C00088,P0228,2025-03-16,3,1200,0,3600.0,Summer,Summer,Sunday,3,2025,RAY-PANT-0228,Raymond Pants CSK Yellow M,Men,Pants,Raymond,CSK Yellow,M,Polyester Blend,All Season,Men,1120,878,SUP003,Active,images/products/P0228.jpg,21.61,Ajith Krishnan,Male,27,Tiruppur,Tamil Nadu,Bronze,2023-02-02,Men,Cotton,Budget,273,1264
S046804,INV118587,C01150,P0324,2024-06-02,1,1200,20,960.0,School Season,Monsoon,Sunday,6,2024,PRI-SCHO-0324,Prisma School Uniforms Gold XXL,Kids,School Uniforms,Prisma,Gold,XXL,Cotton,"School Season, Monsoon",Kids,900,587,SUP024,Active,images/products/P0324.jpg,34.78,Revathi Selvi,Female,63,Kallakurichi,Tamil Nadu,Gold,2024-04-12,Women,Polyester,Budget,6142,829
S046805,INV118587,C01150,P0134,2024-06-02,1,3500,20,2800.0,School Season,Monsoon,Sunday,6,2024,PRI-UMBR-0134,Prisma Umbrellas Gold M,Accessories,Umbrellas,Prisma,Gold,M,Polyester,Monsoon,Unisex,600,422,SUP009,Active,images/products/P0134.jpg,29.67,Revathi Selvi,Female,63,Kallakurichi,Tamil Nadu,Gold,2024-04-12,Women,Polyester,Budget,6142,829
S046806,INV118588,C01039,P0481,2025-05-27,2,900,5,1710.0,Summer,Summer,Tuesday,5,2025,FAB-PILL-0481,Fabindia Pillow Covers Purple King,Home & Lifestyle,Pillow Covers,Fabindia,Purple,King,Cotton,All Season,Unisex,420,303,SUP006,Active,images/products/P0481.jpg,27.86,Aishwarya Iyer,Female,46,Kanchipuram,Tamil Nadu,Silver,2023-10-14,Women,Handloom,Standard,1502,1010
S046807,INV118588,C01039,P0127,2025-05-27,2,700,5,1330.0,Summer,Summer,Tuesday,5,2025,FAB-PUTT-0127,Fabindia Puttu Vasti Maroon L,Women,Puttu Vasti,Fabindia,Maroon,L,Silk,Wedding,Women,12900,7121,SUP002,Active,images/products/P0127.jpg,44.8,Aishwarya Iyer,Female,46,Kanchipuram,Tamil Nadu,Silver,2023-10-14,Women,Handloom,Standard,1502,1010
S046808,INV118588,C01039,P0036,2025-05-27,1,1200,0,1200.0,Summer,Summer,Tuesday,5,2025,UAT-TOWE-0036,Uathayam Towels Pink XS,Men,Towels,Uathayam,Pink,XS,Cotton,All Season,Men,430,311,SUP011,Active,images/products/P0036.jpg,27.67,Aishwarya Iyer,Female,46,Kanchipuram,Tamil Nadu,Silver,2023-10-14,Women,Handloom,Standard,1502,1010
S046809,INV118588,C01039,P0483,2025-05-27,3,150,0,450.0,Summer,Summer,Tuesday,5,2025,GUE-IPLJ-0483,Guess IPL Jerseys Purple XL,Accessories,IPL Jerseys,Guess,Purple,XL,Polyester,IPL Season,Unisex,1170,893,SUP008,Active,images/products/P0483.jpg,23.68,Aishwarya Iyer,Female,46,Kanchipuram,Tamil Nadu,Silver,2023-10-14,Women,Handloom,Standard,1502,1010
S046810,INV118589,C01082,P0207,2025-01-07,1,400,40,240.0,Pongal,Winter,Tuesday,1,2025,PRI-BABY-0207,Prisma Baby Dresses Black 3-6 Months,Kids,Baby Dresses,Prisma,Black,3-6 Months,Cotton,All Season,Kids,1420,832,SUP007,Active,images/products/P0207.jpg,41.41,Nithya Kumar,Female,64,Villupuram,Tamil Nadu,Silver,2023-11-04,Accessories,Polyester,Standard,2624,989
S046811,INV118590,C01597,P0249,2025-05-10,3,500,0,1500.0,Summer,Summer,Saturday,5,2025,UAT-SCHO-0249,Uathayam School Uniforms Orange XS,Kids,School Uniforms,Uathayam,Orange,XS,Cotton,"School Season, Monsoon",Kids,490,293,SUP024,Active,images/products/P0249.jpg,40.2,Praveen Prasad,Male,44,Erode,Tamil Nadu,Platinum,2025-05-10,Men,Cotton,Budget,14878,436
S046812,INV118591,C01776,P0458,2024-04-30,1,900,5,855.0,Summer,Summer,Tuesday,4,2024,PRI-SCHO-0458,Prisma School Uniforms Purple XL,Kids,School Uniforms,Prisma,Purple,XL,Cotton,"School Season, Monsoon",Kids,700,439,SUP008,Active,images/products/P0458.jpg,37.29,Kavya Raman,Female,24,Chennai,Tamil Nadu,Bronze,2024-02-01,Kids,Cotton,Premium,66,900
S046813,INV118591,C01776,P0470,2024-04-30,1,1200,10,1080.0,Summer,Summer,Tuesday,4,2024,FAB-KURT-0470,Fabindia Kurtas Cream S,Women,Kurtas,Fabindia,Cream,S,Silk,"Diwali, Temple Festival",Women,1720,1094,SUP020,Active,images/products/P0470.jpg,36.4,Kavya Raman,Female,24,Chennai,Tamil Nadu,Bronze,2024-02-01,Kids,Cotton,Premium,66,900
S046814,INV118591,C01776,P0463,2024-04-30,3,500,5,1425.0,Summer,Summer,Tuesday,4,2024,FAB-PILL-0463,Fabindia Pillow Covers Gold Double,Home & Lifestyle,Pillow Covers,Fabindia,Gold,Double,Cotton,All Season,Unisex,760,582,SUP013,Active,images/products/P0463.jpg,23.42,Kavya Raman,Female,24,Chennai,Tamil Nadu,Bronze,2024-02-01,Kids,Cotton,Premium,66,900
S046815,INV118591,C01776,P0126,2024-04-30,2,1500,10,2700.0,Summer,Summer,Tuesday,4,2024,BIB-KURT-0126,Biba Kurtas White XL,Women,Kurtas,Biba,White,XL,Cotton,"Diwali, Temple Festival",Women,1940,1111,SUP001,Active,images/products/P0126.jpg,42.73,Kavya Raman,Female,24,Chennai,Tamil Nadu,Bronze,2024-02-01,Kids,Cotton,Premium,66,900
S046816,INV118592,C00987,P0369,2025-07-24,2,1200,20,1920.0,Aadi Sale,Monsoon,Thursday,7,2025,NET-PANT-0369,Netplay Pants White M,Men,Pants,Netplay,White,M,Cotton,All Season,Men,1120,763,SUP019,Active,images/products/P0369.jpg,31.87,Vijay Iyer,Male,22,Villupuram,Tamil Nadu,Bronze,2025-07-11,Men,Handloom,Premium,101,374
S046817,INV118592,C00987,P0271,2025-07-24,3,1200,10,3240.0,Aadi Sale,Monsoon,Thursday,7,2025,RAY-PANT-0271,Raymond Pants CSK Yellow XL,Men,Pants,Raymond,CSK Yellow,XL,Polyester Blend,All Season,Men,770,439,SUP021,Active,images/products/P0271.jpg,42.99,Vijay Iyer,Male,22,Villupuram,Tamil Nadu,Bronze,2025-07-11,Men,Handloom,Premium,101,374
S046818,INV118592,C00987,P0223,2025-07-24,3,1200,30,2520.0,Aadi Sale,Monsoon,Thursday,7,2025,PRI-GIFT-0223,Prisma Gift Boxes Yellow XS,Kids,Gift Boxes,Prisma,Yellow,XS,Cotton,All Season,Kids,1010,649,SUP023,Active,images/products/P0223.jpg,35.74,Vijay Iyer,Male,22,Villupuram,Tamil Nadu,Bronze,2025-07-11,Men,Handloom,Premium,101,374
S046819,INV118592,C00987,P0468,2025-07-24,1,3500,10,3150.0,Aadi Sale,Monsoon,Thursday,7,2025,FAB-BEDC-0468,Fabindia Bed Covers MI Blue Double,Home & Lifestyle,Bed Covers,Fabindia,MI Blue,Double,Cotton,Summer,Unisex,1750,1363,SUP018,Active,images/products/P0468.jpg,22.11,Vijay Iyer,Male,22,Villupuram,Tamil Nadu,Bronze,2025-07-11,Men,Handloom,Premium,101,374
S046820,INV118593,C01619,P0429,2025-05-10,1,1500,0,1500.0,Summer,Summer,Saturday,5,2025,PRI-BABY-0429,Prisma Baby Dresses Blue 6-12 Years,Kids,Baby Dresses,Prisma,Blue,6-12 Years,Cotton,All Season,Kids,750,461,SUP004,Active,images/products/P0429.jpg,38.53,Gokul Mohan,Male,19,Vellore,Tamil Nadu,Bronze,2023-11-24,Men,Linen,Standard,304,969
S046821,INV118593,C01619,P0116,2025-05-10,3,700,10,1890.0,Summer,Summer,Saturday,5,2025,PRI-RAIN-0116,Prisma Raincoats CSK Yellow M,Accessories,Raincoats,Prisma,CSK Yellow,M,Polyester,Monsoon,Unisex,560,362,SUP016,Active,images/products/P0116.jpg,35.36,Gokul Mohan,Male,19,Vellore,Tamil Nadu,Bronze,2023-11-24,Men,Linen,Standard,304,969
S046822,INV118593,C01619,P0081,2025-05-10,2,1200,5,2280.0,Summer,Summer,Saturday,5,2025,PRI-UMBR-0081,Prisma Umbrellas CSK Yellow M,Accessories,Umbrellas,Prisma,CSK Yellow,M,Polyester,Monsoon,Unisex,430,287,SUP006,Active,images/products/P0081.jpg,33.26,Gokul Mohan,Male,19,Vellore,Tamil Nadu,Bronze,2023-11-24,Men,Linen,Standard,304,969
S046823,INV118594,C01678,P0225,2025-12-14,3,1200,10,3240.0,Wedding Season,Winter,Sunday,12,2025,PRI-GIFT-0225,Prisma Gift Boxes Red M,Kids,Gift Boxes,Prisma,Red,M,Cotton,All Season,Kids,2110,1524,SUP025,Active,images/products/P0225.jpg,27.77,Nithya Krishnan,Female,30,Kanchipuram,Tamil Nadu,Bronze,2023-02-09,Women,Silk,Premium,936,1257
S046824,INV118594,C01678,P0211,2025-12-14,1,150,0,150.0,Wedding Season,Winter,Sunday,12,2025,FAB-BEDS-0211,Fabindia Bedsheets Green Single,Home & Lifestyle,Bedsheets,Fabindia,Green,Single,Cotton,Summer,Unisex,1940,1355,SUP011,Active,images/products/P0211.jpg,30.15,Nithya Krishnan,Female,30,Kanchipuram,Tamil Nadu,Bronze,2023-02-09,Women,Silk,Premium,936,1257
S046825,INV118595,C00603,P0400,2024-04-11,2,400,10,720.0,Summer,Summer,Thursday,4,2024,FAB-PILL-0400,Fabindia Pillow Covers CSK Yellow King,Home & Lifestyle,Pillow Covers,Fabindia,CSK Yellow,King,Cotton,All Season,Unisex,540,336,SUP025,Active,images/products/P0400.jpg,37.78,Kishore Nathan,Male,60,Kallakurichi,Tamil Nadu,Silver,2025-01-29,Men,Silk,Budget,2893,537
S046826,INV118596,C00257,P0055,2024-04-20,1,900,10,810.0,Summer,Summer,Saturday,4,2024,RAY-SHIR-0055,Raymond Shirts Gold XS,Men,Shirts,Raymond,Gold,XS,Linen,"Summer, Independence Day, Republic Day",Men,970,749,SUP005,Active,images/products/P0055.jpg,22.78,Sowmya Nathan,Female,65,Coimbatore,Tamil Nadu,Bronze,2024-04-04,Accessories,Cotton,Budget,1,837
S046827,INV118596,C00257,P0022,2024-04-20,1,400,0,400.0,Summer,Summer,Saturday,4,2024,FAB-PILL-0022,Fabindia Pillow Covers Black King,Home & Lifestyle,Pillow Covers,Fabindia,Black,King,Cotton,All Season,Unisex,370,203,SUP022,Active,images/products/P0022.jpg,45.14,Sowmya Nathan,Female,65,Coimbatore,Tamil Nadu,Bronze,2024-04-04,Accessories,Cotton,Budget,1,837
S046828,INV118596,C00257,P0261,2024-04-20,2,400,5,760.0,Summer,Summer,Saturday,4,2024,RAM-VESH-0261,Ramraj Cotton Veshti MI Blue Standard,Men,Veshti,Ramraj Cotton,MI Blue,Standard,Cotton,"Pongal, Temple Festival, Summer",Men,1460,1123,SUP011,Active,images/products/P0261.jpg,23.08,Sowmya Nathan,Female,65,Coimbatore,Tamil Nadu,Bronze,2024-04-04,Accessories,Cotton,Budget,1,837
S046829,INV118596,C00257,P0357,2024-04-20,3,500,5,1425.0,Summer,Summer,Saturday,4,2024,PRI-RAIN-0357,Prisma Raincoats Gold XS,Accessories,Raincoats,Prisma,Gold,XS,Polyester,Monsoon,Unisex,660,364,SUP007,Active,images/products/P0357.jpg,44.85,Sowmya Nathan,Female,65,Coimbatore,Tamil Nadu,Bronze,2024-04-04,Accessories,Cotton,Budget,1,837
S046830,INV118597,C00579,P0390,2024-07-04,3,700,10,1890.0,Aadi Sale,Monsoon,Thursday,7,2024,FAB-CURT-0390,Fabindia Curtains Maroon King,Home & Lifestyle,Curtains,Fabindia,Maroon,King,Cotton,All Season,Unisex,2950,1998,SUP015,Active,images/products/P0390.jpg,32.27,Ajith Iyer,Male,42,Hosur,Tamil Nadu,Silver,2024-03-01,Accessories,Handloom,Premium,2464,871
S046831,INV118598,C00039,P0069,2025-06-21,3,1500,30,3150.0,School Season,Monsoon,Saturday,6,2025,WES-FROC-0069,Westside Frocks Pink S,Women,Frocks,Westside,Pink,S,Polyester Blend,"Christmas, New Year",Women,2410,1671,SUP019,Active,images/products/P0069.jpg,30.66,Hari Babu,Male,53,Kallakurichi,Tamil Nadu,Silver,2024-04-04,Men,Silk,Premium,1232,837
S046832,INV118598,C00039,P0227,2025-06-21,3,400,20,960.0,School Season,Monsoon,Saturday,6,2025,PRI-SOCK-0227,Prisma Socks Purple S,Accessories,Socks,Prisma,Purple,S,Cotton,"School Season, Winter",Unisex,90,61,SUP002,Active,images/products/P0227.jpg,32.22,Hari Babu,Male,53,Kallakurichi,Tamil Nadu,Silver,2024-04-04,Men,Silk,Premium,1232,837
S046833,INV118598,C00039,P0496,2025-06-21,1,900,20,720.0,School Season,Monsoon,Saturday,6,2025,RAY-BELT-0496,Raymond Belts RCB Red XL,Accessories,Belts,Raymond,RCB Red,XL,Leather,All Season,Unisex,760,492,SUP021,Active,images/products/P0496.jpg,35.26,Hari Babu,Male,53,Kallakurichi,Tamil Nadu,Silver,2024-04-04,Men,Silk,Premium,1232,837
S046834,INV118598,C00039,P0254,2025-06-21,2,1200,10,2160.0,School Season,Monsoon,Saturday,6,2025,RAY-PANT-0254,Raymond Pants MI Blue S,Men,Pants,Raymond,MI Blue,S,Linen,All Season,Men,1420,824,SUP004,Active,images/products/P0254.jpg,41.97,Hari Babu,Male,53,Kallakurichi,Tamil Nadu,Silver,2024-04-04,Men,Silk,Premium,1232,837
S046835,INV118599,C00156,P0095,2024-08-05,2,500,5,950.0,Independence Day,Monsoon,Monday,8,2024,FAB-CURT-0095,Fabindia Curtains Blue King,Home & Lifestyle,Curtains,Fabindia,Blue,King,Polyester,All Season,Unisex,1530,981,SUP020,Active,images/products/P0095.jpg,35.88,Sowmya Krishnan,Female,31,Villupuram,Tamil Nadu,Silver,2025-06-15,Women,Polyester,Standard,2730,400
S046836,INV118600,C00626,P0132,2024-11-09,2,150,20,240.0,Diwali,Winter,Saturday,11,2024,BIB-SHRE-0132,Biba Shree Black S,Women,Shree,Biba,Black,S,Silk,"Navratri, Wedding",Women,2000,1390,SUP007,Active,images/products/P0132.jpg,30.5,Harini Vel,Female,50,Villupuram,Tamil Nadu,Bronze,2024-07-14,Women,Linen,Standard,982,736
S046837,INV118600,C00626,P0122,2024-11-09,1,1200,30,840.0,Diwali,Winter,Saturday,11,2024,KAN-PUTT-0122,Kanchipuram Handloom Puttu Vasti Cream XS,Women,Puttu Vasti,Kanchipuram Handloom,Cream,XS,Silk,Wedding,Women,10550,7186,SUP022,Active,images/products/P0122.jpg,31.89,Harini Vel,Female,50,Villupuram,Tamil Nadu,Bronze,2024-07-14,Women,Linen,Standard,982,736
S046838,INV118601,C01077,P0477,2024-05-06,2,1200,0,2400.0,Summer,Summer,Monday,5,2024,GUE-BELT-0477,Guess Belts Yellow XL,Accessories,Belts,Guess,Yellow,XL,Leather,All Season,Unisex,410,303,SUP002,Active,images/products/P0477.jpg,26.1,Pavithra Devi,Female,57,Erode,Tamil Nadu,Platinum,2024-04-16,Women,Handloom,Budget,7366,825
S046839,INV118601,C01077,P0339,2024-05-06,2,150,5,285.0,Summer,Summer,Monday,5,2024,PRI-BABY-0339,Prisma Baby Dresses CSK Yellow 0-3 Months,Kids,Baby Dresses,Prisma,CSK Yellow,0-3 Months,Cotton,All Season,Kids,1400,823,SUP014,Active,images/products/P0339.jpg,41.21,Pavithra Devi,Female,57,Erode,Tamil Nadu,Platinum,2024-04-16,Women,Handloom,Budget,7366,825
S046840,INV118601,C01077,P0323,2024-05-06,3,700,0,2100.0,Summer,Summer,Monday,5,2024,UAT-POLI-0323,Uathayam Political Veshti Maroon 9 Yards,Men,Political Veshti,Uathayam,Maroon,9 Yards,Cotton,"Political Campaign, Independence Day",Men,540,391,SUP023,Active,images/products/P0323.jpg,27.59,Pavithra Devi,Female,57,Erode,Tamil Nadu,Platinum,2024-04-16,Women,Handloom,Budget,7366,825
S046841,INV118602,C01637,P0135,2025-07-30,1,900,40,540.0,Aadi Sale,Monsoon,Wednesday,7,2025,FAB-BEDS-0135,Fabindia Bedsheets Green Double,Home & Lifestyle,Bedsheets,Fabindia,Green,Double,Cotton,Summer,Unisex,990,616,SUP010,Active,images/products/P0135.jpg,37.78,Nithya Krishnan,Female,40,Chennai,Tamil Nadu,Bronze,2025-12-15,Home & Lifestyle,Linen,Premium,537,217
S046842,INV118603,C00448,P0133,2025-01-05,3,900,20,2160.0,Pongal,Winter,Sunday,1,2025,GUE-DRES-0133,Guess Dresses Orange XL,Women,Dresses,Guess,Orange,XL,Cotton,"Christmas, New Year",Women,2060,1238,SUP008,Active,images/products/P0133.jpg,39.9,Divya Nathan,Female,49,Tirunelveli,Tamil Nadu,Bronze,2023-07-10,Women,Cotton,Premium,377,1106
S046843,INV118604,C00294,P0131,2025-07-13,1,500,30,350.0,Aadi Sale,Monsoon,Sunday,7,2025,FAB-BEDC-0131,Fabindia Bed Covers Pink Single,Home & Lifestyle,Bed Covers,Fabindia,Pink,Single,Cotton,Summer,Unisex,2860,2052,SUP006,Active,images/products/P0131.jpg,28.25,Nithya Krishnan,Female,37,Trichy,Tamil Nadu,Platinum,2025-11-03,Women,Polyester,Premium,8480,259
S046844,INV118604,C00294,P0268,2025-07-13,2,500,30,700.0,Aadi Sale,Monsoon,Sunday,7,2025,FAB-BEDC-0268,Fabindia Bed Covers RCB Red King,Home & Lifestyle,Bed Covers,Fabindia,RCB Red,King,Cotton,Summer,Unisex,2230,1746,SUP018,Active,images/products/P0268.jpg,21.7,Nithya Krishnan,Female,37,Trichy,Tamil Nadu,Platinum,2025-11-03,Women,Polyester,Premium,8480,259
S046845,INV118604,C00294,P0256,2025-07-13,2,700,30,980.0,Aadi Sale,Monsoon,Sunday,7,2025,RAM-TOWE-0256,Ramraj Cotton Towels White S,Accessories,Towels,Ramraj Cotton,White,S,Cotton,All Season,Unisex,100,69,SUP006,Active,images/products/P0256.jpg,31.0,Nithya Krishnan,Female,37,Trichy,Tamil Nadu,Platinum,2025-11-03,Women,Polyester,Premium,8480,259
S046846,INV118605,C00212,P0387,2025-02-10,3,700,10,1890.0,Regular,Winter,Monday,2,2025,NET-PANT-0387,Netplay Pants RCB Red XL,Men,Pants,Netplay,RCB Red,XL,Polyester Blend,All Season,Men,1140,887,SUP012,Active,images/products/P0387.jpg,22.19,Saravanan Devi,Male,58,Coimbatore,Tamil Nadu,Bronze,2023-03-27,Accessories,Silk,Luxury,145,1211
S046847,INV118606,C00918,P0490,2024-01-02,3,1200,20,2880.0,Pongal,Winter,Tuesday,1,2024,RAY-PANT-0490,Raymond Pants Cream XXL,Men,Pants,Raymond,Cream,XXL,Linen,All Season,Men,860,595,SUP015,Active,images/products/P0490.jpg,30.81,Priya Selvi,Female,59,Trichy,Tamil Nadu,Bronze,2025-08-08,Women,Handloom,Standard,432,346
